,asin,summary
4961,B013VDN0TK,juicy twist! really good. Never put it down Four Stars Better urban fantasy out
4962,B013VRCX2G,Original Fantasy Concept Highly original and well-written
4963,B013VW2V8M,THE BEST YET Another awesome story This is a riveting read Convoluted and goes no where looking forward to number 5 The characters seem a bit dense Prepare for take off Three Stars Still good Five Stars Five Stars Liked the concept Great addition to the series Five Stars Wanderer - Origins (Wanderer's Odyssey Book 4) ... Simon Goodson has done it again.  First class characters and action Disapointed Excellent series Excellent This tale tried to soar to high. Cliff hanger
4964,B013VW2WEA,Great job! Four Stars Three Stars
4965,B013VXK4Z8,"Action, politcal intrigue with a touch of romance great tv series Great Read! The Rampant Storm Starhold Series Book 2 Both episodes so far have been excellent reads and I look forward to reading the next one. Satisfying read, with a good plot, cause, and strategies Good Book"
4966,B013WZRWMS,"Good Love St. Mary's! A good read Great story, great ending, too darn short! Nothing like going back in time in a Pod and becoming ... Read this Perfect, stellar and painfully short. St. Mary's Christmas Tale She makes me laugh. Great hook, fantastic story"
4967,B013X50EQS,Not good!!!
4968,B013XHH2KM,Awesome story Four Stars
4969,B013Y37AZM,An OK read Still in love with this series Still a good LITRPG Five Stars
4970,B013Y6P268,"For fans of Anne Bishop's The Others, Delport has created an entirely new Paranormal World A unique take on a mythical creature war, a terrific read! Fell inlove with each character on this journey.. ... Dragons, Unicorns, Vampires and Guardians. This book will keep you up late at night! Good book"
4971,B013YPUC5U,Great way to go. Even for those who own them all 3000 pages full of action & adventure Doc Smith smiled
4972,B013Z3JZGI,"Share and starve with the rest, or protect your resources? Terrorists attack America NOt as good as before. Excellent. Some linguistic errors"
4973,B013ZBP8WK,For teenagers
4974,B013ZX2EMA,Good story Nice and easy! Review of Wolf Lover
4975,B01402PH2E,I enjoyed the book except for three major issues GREAT SERIES! Can't wait for the next book Yikes. Should have stopped at 2. Better and better. Good read
4976,B01409UJ1Q,awesome Snapshots are awesome!!! Great series as always Dead in Leeds Five Stars
4977,B0140BLC3S,Great Reading Wow ...Just Wow what a great vision to keep a such a enjoyable series ALIVE ! Fun..Entertaing but so thought provoking! Grand Adventure and Awesome Storytelling All Rolled Together They ALL tell a good story. Yes Loved this book! WOW what a wonderful twist Keep on writing Great story Another great Tale of Survival and the fight for Freedom.... Great as usual I don't like zombie books Excellent as always !!!  TJ is a really talented Author!
4978,B01410WNFY,I am a person how is a proud in my late years I liked the bood Great read
4979,B0141FEF1O,"Four Stars A great study in what it is to be human Thrilling ! Good Read Good read A robotic tale of Cain and Abel Good read This a great story It's just an okay book. I won't be buying ... Good read Artificial intelligence:  pros and cons Great story, a living robot moves us through page after page of suspense An interesting book about Robotics and people Five Stars Good reading. Five Stars Prototype D ( 1 ) Prototype D. Book 1 Good book Mind Blowing! Sentient Robots This books starts as an android going to it's first ... A SyFy Novel of War and the Destruction of Humanity Three Stars AI at its best Good AI Story Prototype series"
4980,B0141GANTG,"New fan of Jalbert! First entry in the MYSTIQUE OF LIVING series, TRIANGULATING ..."
4981,B0141GRE70,"Unusual Not your grandmother's veil! Fun comic-book read. Four Star or Three Star, Depending On How Much You've Read Phenomenal The Veil and it's secret A so so story A Most Unique Sci-fi Read"
4982,B01433UU6I,Space opera at it's finest. Kindle version is just terrible. Subdued violence Four Stars
4983,B0143KO6MK,Saga Six Pack 4 is a wonderful set of Scandinavian sagas
4984,B0143SDTPM,Five Stars
4985,B0144W9IW0,Almost five Stars Sword and Soteriology
4986,B0144Z8ZWG,Stunning Marvelous and Magnificent....Fabulous Continuation of the Series! I loved this book!
4987,B0144Z9CIW,"A strong start to a potentially great series. Five Stars a good read for those who like military sci-fi Great Read , Understandable Characters and Star Ship tactics. There are Heroes and Honor. Epic series begins here... Good but flawed. Four Stars First paragraph has the same glaring science error found in ... Five Stars Hurry up and write the next chapter ! ! Needs polishing. Another Good Read Good ending to a fine read Terrific story Kind of like Horatian horn blower in space Awesome beginning to what I hope is a new series - 2 Thumbs up A scintillating read with an eye catching cover. Once ... China and Britain go head to head in space One of the top space warfare novels I have read. A Familiar Story Well Told"
4988,B01452HL8M,"""But it's wired wrong?"" ""Yes"" ""And our people are at risk?"" ""More people will be at risk if we don't go ahead with the recovery"" Great Story!"
4989,B01452V0XO,Nice end to a short little trilogy
4990,B0145ZX1S8,"Not bad. But not the best Hope you enjoy it as much as i did.... Keep it coming! Another enjoyable visit with Tibby Excellent writing, good story"
4991,B014659532,"Great Book! Not a quality product Four Stars Grammatical and spelling errors, otherwise ok who needs sleep, ima gonna be reading this book that are cheaper and proofread/edited better. Reborn 1-5 Good story bad editing"
4992,B0147H1A9G,Enjoyable -- Sutiable for YA
4993,B0147I9XOY,Will MAX ever pay for what they did?
4994,B0147VZ0P2,Love the series Three Stars Thank You Amazon  There is part 5 and 6 out
4995,B01481XSTQ,Adventure
4996,B01497S3SU,"Five Stars Reread the  complete series of ""Escape to Earth"" First  It makes the whole thing more interesting. Not that you can't do Alone! Five Stars If you read the prior series this is a must read ! Great Adventure"
4997,B0149V0X4I,Kindle version nearly unreadable. A really good read! Three Stars Refreshing Dated but decent
4998,B014B19FO0,This was an excellent series and well worth the price of admission into this adventure. Like this story very much Return of the Dragon (The Dragon's Champion Book 6)
4999,B014BEG5SQ,A Great Collection I think this is an author that has fantastic potential. He has a very warm writing style ...
5000,B014C9RKUC,A different vampire story
5001,B014E0EBCO,A short story that happens towards the end of Lazarus War Legion. Five Stars Nancy Drew goes to space Loved it. Can't wait for the next one Sophisticated Action Adventure
5002,B014ESJ2OI,Sweet This has to be my favorite short story by Jason Werbeloff Beautiful Friends in need are friends in deed. Four Stars
5003,B014FS5G56,"Four Stars Excellent book Very Good Read Good book Great book Interesting point of view An excellent balance of science, intrigue, action and interaction between the characters... Good read Enjoyable read - worth the price Long Live the Drascos! Space western Four Stars Another win Good second novel in the series.  Looking forward to Number 3. Others have compared him to Horatio but I think that he is much more like Miles and in that he is always under estimated ... really enjoyable Five Stars good story Four Stars Hopefully the will be more A very good 2nd bookMetal Boxes Three Stars Two Stars Alan Black has done it again! Imagine never being outside in the open Five Stars Five Stars GIVE ME MORE metal boxes my bed time till I finished your very good story. Typical Alan Black Tale An epic! Fantastic Great second book in what I hope will be a ... Five Stars Stone hammers the Hyrocanians!"
5004,B014FXT50I,A MARVELOUS CONTINUATION OF THE TALE IT IS.. Yet another great installment Another great book for the Atomic Sea series Quite a series And the excitement continues
5005,B014G1D7C6,"5 Stars Very believable, and exciting plot The Dead Rising: The Beginning"
5006,B014G7G6T6,No sequel needed a fine first effort Four Stars Fun read not so hot I'm going to look for you in the stars. Talk about your one armed bandit! Two Stars Very well done read this one. Good Job!! Good book. Five Stars Good clean story for young people! to say how bad things are in the world
5007,B014HQKNKY,"Five Stars Interesting look into science of the past ... Science Fiction Magazines of the 50s - Just plain fun. Don't look for depth of narrative good one Some good, some ok"
5008,B014HU2Y3O,Good book.
5009,B014JOV25Y,Very good ya books
5010,B014JZEOWG,Pretty good
5011,B014KC1IIG,Worth the time to read. Good Book Five Stars Interesting and Imaginative Good Read Hope book 4 isn't far behind I want to be just like him Good series FANTASTIC READING. Three Stars Great Great third book It gets better and better Great Really good S/F military series Five Stars We gain a better understanding of the background and depth of the characters Hope there is a lot more to come I had a great time reading this book and have enjoyed all of ... Well done! Review After that ending Rob better have book 4 on the anvil
5012,B014KN97AG,"An improvement over the previous book in the series. I had a great time reading this story it was entertaining from start ... OK Great Read Short blade saved this book for me Five Stars Five Stars Great Story, Good strong characters! Five Stars Enjoyable book Four Stars It is better Five Stars Entertaining Loved the story!! Excellent Job!! Not all books can sustain a really good 3rd book or more. Guenther can swab the deck! Great !!!! Loved the story, hated the editing Four Stars Five Stars Four Stars OUTSTANDING READING. Fast action..no wasted words, very hard to put down. Five Stars"
5013,B014LCXMF2,"Great story Amazing A SyFy Novel Of Escape, Death and Return to Earth"
5014,B014LEWCTW,Enjoyable Meh A Reading the Paranormal Review Great book One Element Was a Turn Off for Me
5015,B014LH4ZR6,"I have loved EE ""Doc"" Smith since the 60's!!! What can you say? It's the gray lensman. Nice Excellent! IF you like the originals you will like this. Five Stars"
5016,B014LPAOUA,space romp
5017,B014LQ18MW,Loved it Good adventure Great read! Three Stars Frost station alpha
5018,B014LQOUMM,Intense and well-written dystopian story Dystopian Future novel fans... this one is a MUST READ!!! Gripping but depressing tale
5019,B014LRV75O,"Frost station alpha Great reading Decent sci-fi romance Five Stars Frost Station Alpha A great series to curl up with for the weekend! Enjoyable story A Reading the Paranormal Review Yes please! Five Stars Highly Recommend, Well Written, Engaging, Exciting, Romantic, Swoon-Worthy Hero. Loved it Frost Station Alpha Not a Hero I Could Like Truly loved It Another great book in the Mandrake universe Another good one! A good read"
5020,B014MVWLRC,"Though impossible to believe, Book Two Surpasses book one. Another Winner From David Beers! Another Masterpiece So disappointed!"
5021,B014N2E9CU,"Grab a comfortable chair, because you'll be there a while Recommended"
5022,B014N57OZ6,Rebirth of Pulp Sci-Fi Not logical but much different.
5023,B014OQUDT8,"Four Stars cliff hangars One star less than book 1 A great sequel Hurry up! Compelling characters in a novel story line.  Sometimes bad things happen to good people A good sequel Five Stars An awesome continuation. Wow More of what you came here for I liked the series great read, more action than book one"
5024,B014PMICVC,Liked it Enjoyable reading Likeable heroes Best of the series
5025,B014PNYYBI,"Too improbable Kind of boring in parts Never a good thing, in my view Almost! Once again Jim Rudnick has equalled my high expectations in this second book of the Rim Confederacy. I am happy to give this boo Very interesting ! The Captain in the Bottle 2"
5026,B014PSF976,Excellent story. I always enjoy magic in books
5027,B014PUR3AK,"Is this really the last in the series? No, I won't accept it. Another great book in one of my favorite series!"
5028,B014QAR3TU,Great short story Good Enough That I'll Check Out the Novel This is a Prequel for One Day One Star Four Stars In For A Dollar In For A Dime review Hooked! Great story! Three Stars A great short story Well written and engaging I love being hooked from page 1 Don't Freak Out ! Pretty Lackluster I am excited to read the other 2 Three Stars Excellent A must read series. The SS that started the series!
5029,B014QDXSZA,Wonderful Series about a Humble Hero Would happily read more. Worthy of a Read
5030,B014QUI93Y,"Story ok, but overpriced If I be good can I has moar? Litrpg fun fantasy, swords, magic and levels Good LITRPG reading Much improved Do not buy Five Stars Five Stars Three Stars"
5031,B014RDZXO8,Five Stars I loved the first Interesting
5032,B014RGHUBE,A great start to a series
5033,B014RK5E0E,Good fantasy and a fast read!
5034,B014RVEPX0,Very entertaining.
5035,B014S0VV32,"good.. you should read this if you like 'boat of a million years'.. same concept, different take. Four Stars Enjoyable read, but be carfull is addictave. Wonderful people, great space story Pushed to Review (Good Book, so easy push was all it took) Fantastic Action, aliens & aggravation Four Stars"
5036,B014S4AM4M,The more I read the more I wanted to keep ... A must read for shifter lovers!
5037,B014S8N0AG,Citadel Blue and Alluring ... are just too short for the cost but I love them so I pay the money I love the Tales from the Citadel series! Blue and Alluring loved it
5038,B014TE4IBY,"Quick read Fantastic heroine! A.n interesting story. Caging a killing machine in a circus, sounds dangerous Good characters and action Wow! Great book An interesting read - Girl from the Stars Great start to an interesting series A SyFy Novel About a Woman of Two Races review daybreak Okay Daybreak: Girl from the Stars, book 1 I enjoyed this and found it maintained my interest. I liked the variety of the races. Five Stars An easy to get into book.. Five Stars Hard to read Girl from the Stars Book 1- Daybreak ... Space opera, action-packed, and improbable Seriously flawed book Needs some work Minor spoilers in the review... Great beginning with the rescue-escape scene A good story with aliens! To be Good or Evil? Good reading. Not bad at all Great Story! WOW ! ! ! Excellent read"
5039,B014U9T5BQ,wanted to like but fell far short of expectations
5040,B014VR2YHO,The author does a very nice job in capturing the look and feel of Australia A Novel of Aliens Kidnapping Humans in the Australian Outback Decent alien abduction story
5041,B014VV7312,Fun book Next book Mind Nice first book in series
5042,B014WU2K2E,Betrayed
5043,B014X5N0HC,"Quick, uncomplicated adventure with a likable if not overly subtle heroine Missy #5 Missy has found new abilities and new enemies Missy is pushing it. Amazing Series I really enjoyed this book, and I hope it isn't the last we hear about Great read Alot Better than Book Four Four Stars addicting Very good read Wow Shifter girl series Still like Missy Patriotic Mountain Lion Wow"
5044,B014XFQJDO,Four Stars good read. Some grammatical errors
5045,B014Y9YXQO,Four Stars Five Stars Grabs you attention and doesn't let you go One Star Nonending and needs editing
5046,B014YIMD7Q,Three Stars
5047,B014YN06FW,Five Stars
5048,B014Z7QMNW,"This story is an exceptionally well written teaser for Bow of Destiny Four Stars Good fantasy story, great prequel... A Fun Read!"
5049,B014Z81YYS,"Absolutely a believable scenario Good story.  Worth reading.  Well written. A Novel of the Downfall of the US after the Destruction of the Fuel Systems When the Flow of Gasoline Stops, So Does the Food Very poor writing Good story Loses its momentum Unrealistic and Ridiculous Just as things are looking up, the Government arrives to help. Great Read"
5050,B014Z8T72Y,"An excellent tale of intrigue, conflict and romance A 'Rescue the Princess' Swords and Scorcery swashbuckler with Fantastic cover art. A Combination of the Past, Present and Future Decent Book Two Stars Four Stars Hardcore For a change of pace. .. NOT sci-fi Excellent story Five Stars good book Three Stars No plane or space plane required for entrance. Travel to diferent worlds Not worth the effort Amazing turn around So, so book. Did not hold my interest ... best wishes. Five Stars Interesting look at an alternate universe"
5051,B0150S7A90,great book
5052,B0150T6A5Y,Not tired of this series yet! Light hearted magical fun Start closer to the beginning
5053,B0151FOB3K,"Loved it! A good read and probably good to read before the books, books probably better so I will give them a go! Dragon meets Harry Potter A Rich Introduction to the World of HEDGE WITCH"
5054,B0151WRMXY,I have loved each and every one of the books in this ...
5055,B01520Y5OY,Silly Five Stars
5056,B0152D3PD8,Really great read I enjoyed this book Excellent close out for an excellent series in the post-apocalyptic genre. Four Stars I've loved this series and this last book is not disappointing EXCELLENT END TO A GREAT SERIES! awesome Loved the series Really great!
5057,B0153EW8I4,Four Stars Short story. So well written and the plot so ... Don't make no difference anyhoo.
5058,B0153LE9BQ,Four Stars Super read. Raw courage on display The author has good knowledge of what could happen is a grid down ... I really enjoyed this read and recommend the book to anyone who ... Four Stars Good read. Easy enough read Awesome Post Apocalypse series As good as book #1 Four Stars Four Stars Good character development with plenty of action.
5059,B0153PVWYO,Bewitched box set Redundant All have cliffhangers Good Sweet Stories!
5060,B0153XS8N4,A peppers nightmare Overall good I tried to read it but never got interested in it An Interesting What-If... A stunning ending Epidemic survival
5061,B01547OY00,or like episodes of a TV show Far Fetched... The story deepens
5062,B0154VQWRE,Some  excellent stories
5063,B015528MWA,Not Best
5064,B0155NVJ92,Three Stars Farley and crew are problem solving and making a home. Much better than his first book
5065,B0155TEEUC,Love it Five Stars I love the LITRPG genre I like the stories
5066,B0156B68BW,A Must Read!
5067,B0156MXA6C,I enjoyed it Off on another imaginative tale Book read completely Five Stars Loved it!
5068,B0156X60SQ,"What a fascinating supernatural story! I was quickly drawn into it Book 4 is a steamy, intense story... I NEED to read more! Succubi Amazing Wow! CAN LOVE BE ENOUGH ???????"
5069,B015799982,"Too Short Rollicking fun bathroom read. amazing twists and turns! well worth theread Dark sci-fy Depressing. Excellent  Read I hate cliffhangers Not complete The very best part of this book is the word KAK Four Stars Great story a variety of characters an intrigue Legacy ( 1 ) Exciting and Dark!!!!! Don't miss this great read! Four Stars Another great book in the beginning of this series I like this author a lot. Looking forward to reading more of her books. Five Stars WIll I seee you tomorrow? Couldn't put it down! I think the premise and the writing is good . . . but the character development is excellent. Great series!!!  Addictive! Great storyline!! Excellent Decka Couldn't stop reading. Man is the same start with the prequels. Well written but no satisfying ending very entertaining A page turner Good science fiction suspense read This was one of the best adventures I've had in a while Worth Reading The Fractured Era is WONDERFUL! Enjoyable Story line, engaging books. Wonderfully Well-written Sagas About How, ""A New World Awaits""! Enjoyable read. Reviews can be misleading Already read and reviewed these books, purchased the bundle to further support the author. Persistent & determined! Book 1 is good, I could not finish book 2. Four Stars Intense Pretty Good SF Read"
5070,B0157IZ7YI,"Pure Magic Hot dragons, mysterious history, unique story Love it! Dragons add some fire to the chronicals The Dragons!! Supernatural Chronicles: The Dragons (Dynamis in... Delphina Henley Magical A fun read full of greatness"
5071,B0158NHO1G,SCARY AS HELL ORIGINAL IDEAS YOU NEED TO READ THIS BOOK This was great... Wow! LOVED IT! Fear Never Forgets Scary! Another fantastic book! Unexpectedly emotional Not your average horror stories... Wonderfully scary and unique! As if I didn't have enough to fear... Think this is the creepiest book so far and I have them all. Don't read this right before you go to sleep Five Stars Short stories of weirdness
5072,B0158PXOUY,"Less enjoyable than the first book Long winded and terribly paced Great story Great read my first time down the Sci-Fi / Virtual ... Not as good as the first one Better than book one Four Stars Interesting. Can't wait for the next book. Another great alot going on, just don't see where its going ..."
5073,B0158S7D5I,"Riveting and Profound! It just gets better Rv's make a difference Five Stars Good, but a bit too short"
5074,B0159ZF6RC,Disappointed. Sigh..Another predictable Jon Kiln book
5075,B015APGFVW,Same as all the others Five Stars Enjoy reading Good series Frostborn book 9 Great series. I highly recommend as a lover of ... Review Frostborn: The Wprld Gate Frostborn Book 9 Five Stars Good series uses recapping too much Another great read. TOO much fighting Overall entertaining Love the story - editing needs help Closing the circle Five Stars Five Stars Firstborn  The World Gate must read Four Stars Five Stars Excellent ... conclude this series with this book I was very happy to find out that it will continue I love Jonathan Moeller's writing Oh my goodness! Five Stars Five Stars book 9
5076,B015AYA7CG,I love this series! It is a good fun and enjoyable read from start to finish Five Stars Good book Five Stars Fun to Read Five Stars STILL needs an editor... Five Stars Wonderful read Essential Reading. Three Stars Another Five Star Rating Hero Five Stars I couldn't put the book down!!
5077,B015BONR2M,never again a very good Worth the journey through the series. A great fanale' to a terrific series Thief will steal your heart and soul
5078,B015D3W2YK,A SyFy Novel of a Young Drug Runner
5079,B015D6J0O2,I repeat I was not happy at all with this book and the storyline
5080,B015DAB79O,Five Stars
5081,B015DCHK6Q,Great read... Okay A fitting end
5082,B015DS2FN8,Intense Action Book With An Interesting Philosophy On Religious Cults As The Undertone Not bad Brilliant Writing! Excellent.  Well written.  Fun read.
5083,B015DTFEQC,Really enjoyed the book Easy and enjoyable read Do not buy Good read Five Stars
5084,B015EHPHPG,I was so pleased with this whole series and I thought that this ... Beautifully Written Five Stars Love this whole series!! 4.5 -  Sweeter dreams  come at a price - in this series wrap up The Boogie man is Real!!
5085,B015ES6QZ0,Much is good but take the rest as you would. (See write-up.) ... Science Fiction Magazines of the 50s - Just plain fun. Don't look for depth of narrative good collection Good old science fiction
5086,B015EW6UIY,The saga continues. Another great book in a great series. Five Stars Pretty good offering Fantastic Continuing Saga. If you like battles in space Looking forward for more.
5087,B015GEUELY,"ancient ways, of children s wisdom"
5088,B015GSENTE,I need more of this world ASAP! Five Stars Five Stars The Number One Best SFI Seiries I just wanted to tell you that I really enjoyed this book
5089,B015HZYUYO,"A long book - I enjoyed every word. I like Space Opera stories and this one really ""fits the ... An enjoyable read  with many twists and turns. Hold on and enjoy the ride! Almost perfect, 4 3/4 STARS! It took a while to get comfortable with both the story lines and the characters Good writing, entertaining, verbose at times Solid space opera for fans of the genre I wanted to like this book Enjoyable reading... Excellent read. Honestly A Wonderful Story for SCI-FI readers Wonderful story telling Great srory Three Stars Absolutely wonderful, a must read for the lovers of the genera"
5090,B015IE3M3E,"An Okay, But Rushed Ending Enjoyed"
5091,B015IL8VRY,In which Xen creates the elixir of youth Wine of the Gods series continue
5092,B015ITB41Q,Becoming Quetzalcoatl 2012
5093,B015JLMORQ,Was a very enjoyable read. Interestingly different... Outstanding Book Very good Interesting and different. Interesting story.  Different from the usual Alien story.
5094,B015JMSSJS,"Solid story As good as promised Great book and only the first for an awesome space opera/LitRPG series. Four Stars My first foray into a genre.  Verdict - puzzled. Selective obliviousness breaks the story flow this LitRPG book was excellent. The characters were well done and the setting ... Great story Read it. Five Stars Science fiction wearing a pretty LitRPG mask (highly recommended) this is a great and extremely fun to read story Good read Great start, eagerly awaiting continuation. Dat android booty go pop a pretty good first book in a new litrpg series set in space Space Opera, in LitRPG style"
5095,B015JQUQ76,Have been reading this series from the beginning and although short in length always brings up interesting thought-provoking ide I have never been disappointed by any of this author's books Quite nice little novella in the Warstrider universe. Four Stars
5096,B015JYUR1I,It was good I loved it Good
5097,B015L6BDAI,What would you do? ... You do what you have to! Four Stars Slow an predictable... Good read
5098,B015LCNMM4,Nice book
5099,B015LQM54G,"A fun reading snack Five Stars very amusing A fun twist on classic fairytale tropes tricky Good story, refreshing Get this story now! You won't regret it. Unexpectedly Entertaining! Cute"
5100,B015M67MRU,Flynn and Molly's finale Flynn Can Count On Molly...
5101,B015M6CHH0,Frustration or Excitement?.. Something Different fun litrpg Fun and jnteresting.
5102,B015M9XYHY,"Holy Spook Batman! Five Stars A Novel of the End Of Time As We Know It - After the Plague Good Action, suspense !!!! Too much sex, otherwise a good book Interesting Outstanding read ... Can't wait until book 2 - bring it on!! Good book! The characters were my favourite thing about this novel. Guns, Kids, Kisses and Zombies Good post apolitical tale"
5103,B015MA7RHG,Five Stars
5104,B015MEFDM8,"Four Stars Beasts and People and Some Things in Between Another great book Another solid entry in the series Another fun read in the series Great story again Sci bleeding in Five Stars which I enjoy totally, I like his writing style and the ... Five Stars Another great addition to this series Love his books Please go back to writing like the first 10"
5105,B015MP6JZ2,As good as the first! Great Story Ruined with Cursing Loved the story line
5106,B015ND2BLO,Read it. Good book Five Stars That position for this story at least is being filled by a fan favorite Lieutenant Saavik who shares as bond with Captain Spock
5107,B015NLED94,"Apocalyptic Fiction Series for Mature Audiences: Hooked me in the First Chapter. Despite Rough Language, I Want Much More Five Stars Consider my rating a 3.5 The best"
5108,B015NMZBJ4,Nice little story Another Piece to the Central Galactic Concordance Puzzle Excellent book. Well written with an interesting plot and ... A satisfying murder mystery Exciting Adventure Luka and Mairwin Good story likeable story!
5109,B015OPHZOY,Four Stars Five Stars Three Stars Lived up to my expectations Five Stars Four Stars Love it Good read Book 4...... A worthy continuation of the series Five Stars Sheridan Versus Kurgans Round Four Five Stars Kurgan War book 2
5110,B015P09FJQ,"The whole book is rushed, contrived and riddled with errors. Tamara and Captain Eamonn continue to build their business First Principles in Seylonique. Really enjoy this series Great novel!  Don't miss the first two novels in the series. Steady as she goes Really starting to come together A Lot of Book for the Price -- Fun -- need to finish a plot line before the next in the continuing saga"
5111,B015PHRVB8,Five Stars Great series! Good reading Hail HALE!!! The title tells the story Hale So freaking Amazing This was a really good book. This series just gets better Fantastic story Aliens hurray
5112,B015QBDN5Q,Badly needs an editor. Back From the Dead....... Good read This a great
5113,B015QBOID2,Yet another 'Blast from the Past' ... Science Fiction Magazines of the 50s - Just plain fun. Don't look for depth of narrative good book Good reading
5114,B015QGC8WA,"Christopher Nuttall Can Write a Solid Novel in Any Genre. It is a good read: ) Not the best work everything  the author writes is a must buy for me It's all right New and Fun Concept ... how would the world react if there suddenly were super humans. I found the conclusions he reached to ... When your only tool is a hammer, the problems all look like nails. Just one problem. Fast moving exciting book couldn't  finish Good read Gripping. Thought provoking Superhuman or extraordinary Good Book"
5115,B015QIKVUY,The Z Word A Pick 6 in the Zombie Genre 'Z' is for zeitgeist (and zombies)... A story that puts you in the game... Good one!
5116,B015QJ7QMO,Hunted
5117,B015QJ89PC,it was ok .
5118,B015QO6KFS,shame Fan-freaken-tastic! Simply epic Scratch Over? Like a Pit bull ! Entertaining fourth book in this series. Book four One of the best so far Absolutely love this series and these characters
5119,B015QSUBC2,Not my favorite...but readable. Fascinating
5120,B015QX2DZU,"Aaahhhhh!!!! So good!!!!!! His boss tried to kill him Loved When We Were Kings, first of a series This book is a must read Highly recommend Simply amazing! Amazing Wow Kickassery and great story Buy the book"
5121,B015RNF8FQ,Great dark fantasy Three Stars Great fantasy book
5122,B015RUM7G2,Optimistic alien invasion but I wouldn't recommend it. If it's a rainy day and you ...
5123,B015RV06GE,"Spectacularly full of suspense, passion, and inner turmoil! Past wrongs Five Stars"
5124,B015RYU3JG,"Fourth Fleet Irregulars #4 These books just keep getting better. Entertaining read slow and steady wins the race. Excellent! ... I have to say that book 4 was really excellent. I have been reading almost nothing but Sci-Fi ... Great read MORE PLEASE, A MUST-READ SERIES. Excellent follow up in the series One of the few authors that I will read the ... Great book Slow in some places but a good read as usual Last one I'll read. Likable characters with disparaging comments ... Another really good book. Another great read Excellent as always Fantastic, as usual. One of my favorite books in the series. Enjoyable series A lot of fun"
5125,B015S24A6O,Tried but just didn't enjoy this one
5126,B015S48FFE,"Stellar Science-Fiction Turtan: A New Kind of Hero The Turtan Trilogy, A Review Compelling and interesting to the end Highly entertaining SF"
5127,B015T2R1A0,"Allen weaves an amazing story. You won't be disappointed Highly recommend Again, really great! Four Stars Again rough topic with unpleasant situations No Zombies but just as Apocalyptic. Another wonderfully agonizing book in the 'Walking In The Rain' series Five Stars Great Survival Adventure In a Believable Setting Dull Five Stars Five Stars Dark Sky Thunder was a great wrap-up to the Walking in the Rain Series of ... Good follow up A riveting and superbly written series The Series Concludes Really good series Loved it! and I liked the characters from the first book I told to look for more books in this series Five stars High five! Another kick ass read by Allen. Great addition to the previous 3 entertaining and enjoyable stories! Exciting and revisiting. Unexpected pleasure. Luke and Amy have made it home after the CME changed the world Dark Sky Thunder: Rain 4 Books 1-4 plus the short story Five Stars Very realistic glimpse of what could happen ""I'd shoot, shovel, and shut it."" says Luke's Dad. Well the author certainly didn't disappoint with this tale An excellent story. Dark Sky Thunder review Like many other readers I love this series.... Loved this book ... I re-read books 1 through 3 before reading this and can honestly say I enjoyed them as much as the first time in preparation ... let's just say that it exceeded my wildest expectations and has lead to hours of reading enjoyment. The following books have not You must read this story! Brings it all together Excellent Walking in the Rain"
5128,B015TXPO58,"and more, more SEX! WOW ! Good reading! Disappointed"
5129,B015UIOMZA,I really got drawn into these Phoenix books and did ... Out of the ashes comes a magnificant world to explore! Mostly lost interest Great action....great characters....exciting plot-line Too many speeches. Another great adventure with a touch of romance Four Stars Book 6 Star wars Ready for last book in series
5130,B015UN87JC,"Fantastic book A Very Moving Story This series keeps getting hotter Another great book in this series.  5 Stars!!!!!! She Tries To Keep It Together So much courage.... Vapor is a sexy cyborg Fantastic Vapor is the best, and he has the best female. Love this book! Sizzling Love this series!! Uneven but a nice movement forward in the series. Suspense, Intrigue, Murder, Mayhem, and Desperate Love Good but could have been better Love it! Five Stars Cyborgs I enjoyed Good read Cynthia Sax Has Found Her Groove A Reading the Paranormal Review Wow! An excellent second in the series Vapor Disappointment after the first book Great series An incredible series that leaves you wanting another book the second you finish Breathing Vapor Enjoyed reading Two Stars Solid story... his kind thought she was a monster... ..."
5131,B015UQNL8G,Wolves Creek ..  adventure Excellent
5132,B015UZVLT8,"Good stuff, expensive serial A very tasty appetizer Too short I loved it. It caught my attention right away"
5133,B015VLLJT8,"Absolutely fantastic.. Oh, what a cliffhanger!  I am glad i already purchased the next book."
5134,B015VWCUL8,That white haired witch in her icy northern hole is the reason theres no warmth in the Bitterland Hold. Amazing story Absolutely Fabulous! Great fantasy series
5135,B015WJ16EM,"Love these blue guys Amazing story! A wonderful story TOTALLY OUT OF THIS WORLD!! Great intro to this series Great characters & story Loved it! ^_^ WOW! Loved both Melier Novels!  Fresh & Surprising Action, Sex Scenes & World Build - Really Hoping for More from this Author! DNF for me Awesome BIG MESSY PIE What I liked about the book were the characters and the story- ... Awesome A great story Excellent read Boy meets girl (kind of)? Great book with some minor editing issues Looking forward to book 2 Totally 5 stars Joyful inter species romance! ... the first book by this author I am so glad I decided to buy it What a ride! Read it in one sitting. Big blue Entertaining Loved it!!! Never wanted it to end..... Unique and entertaining but not for a weak stomach"
5136,B015X38960,Another fabulous installment Great part 2 of the series
5137,B015XA0FI8,Double double toil and trouble Five Stars
5138,B015XPFZB0,"Repeat after me.. Believable characters I was very glad I stuck it out The Grid Reminescent of the survival trial aspects of Maze Runner, Hunger Games, and the Divergent series"
5139,B015XW41M2,Macon 2 Loved It! Three Stars
5140,B015Y01CO8,Worthwhile read
5141,B015Y2R1UA,In the beginning there was Charlotte Ann!
