,reviewerID,summary
5156,ATVB8YAUAQN89,"Was fun Four Stars Four Stars This is a fun read, with well pictured space battles and characters I enjoy a strong storyline and character development"
5157,ATVCLBF72UX2E,ONE OF THE WORST ZOMBIE BOOKS EVER! Decent Good read It was a decent story Very boring Another great book Better and better Waiting for the next one And so it continues Good Very good
5158,ATW9E412P5YFL,"Good story, horrible proofreading Good story, poor execution Hecthl has lost it. Book written by a committee Cannot recommend in any way."
5159,ATWWHUEC27UBL,RIdmark Enjoying Ridmarks travels. Enjoy reading Continuing to follow Ridmark Adicted
5160,ATY02WUTQPN69,Galactic Rear Echelon. Admiral's Gambit (A Spineward Sectors Novel:) The more things change. Good story line AMP Series A really good series of books Five Stars Five Stars PHOENIX SERIES (EXODUS) PHOENIX IN CHAOS My view on Among the Stars Intervention of Angels Jennings Folly
5161,ATYJRTI1ONNMP,Evacuation Earth The Journey in the Year of the Tiger The windshield saga Evolution Dragons of Summer I rate the whole series as excellent it is a delightful bending of history and has ...
5162,ATZESZ8SZOWDF,Gritty and Fascinating Story Perfect Conclusion Fast-moving story with surprise twist Couldn't put it down. Not disappointed in Book 3 -- they keep getting better! Thoroughly enjoyed the series
5163,AU22OTZ26MOFD,"A mind-grabbing SciFi story A great Sci-Fi mystery Great story, one of the best ""reads"" that I have the enjoyment to have in my possession one of the best SciFi that I have read Great story, once you start reading you cannot stop, it is like a telepathic mind meld (oops Mr Spock, apologies) Great reading, great story, incorporates much of today's politics Good story, cliffhanger ending. Terrific cast of characters Intriguing story, well written to maintain suspense Good story, interesting blend of diverse enemies One of the best stories I have read Well written, maintains intrigue, Great story, a living robot moves us through page after page of suspense Great story a variety of characters an intrigue Great story, TEEPs or telepaths are a need breed of human being and widely untrusted Great story. Fascinating reading, touch mix of characters Great short story, author writes well to grab readers interest A great story, until I got to the CLIFFHANGER Good story, keeps moving, interesting characters Great story, terrific mix of characters, suspense in each page, unrelenting mystery Great story, page turner that you cant put down Great story, well written, intense drama Great story, well written, sexual encounters are clean an amusing Great story, one of the best, a must read"
5164,AU26Q4H1RIIVR,Good story that draws you in and keeps a hold ... Mr. Lundy does it again! I'm not in as much love with this book as the previous 2! A great second book in the Invasion Trilogy! Good apocalyptic ride!
5165,AU34RDNNJSOZP,Jade Kudos for Kelly Trust. And Trechery Planet Wolf Series Dragons of Thuisland
5166,AU510CVD9XDG,"Average Nice Little Time Pass Story, No Surprises Better Than Black Moon, But Trying to Be Too Much in a Novella Is It Fantasy or A Ghost Story? Academian Hunk, Shady Past Lady, and a Host of Characters From Creature Feature Do We Always Choose the Devil We Know? New Universe Overload Premise Interesting, Execution Heavily Flawed... Bit Predictable, but Very Well Written Story ""Do you dream about doing it with dogs?"" Creatures to the Left, Creatures to the Right, Which Ones To Fight? Decent YA Time Pass, Writing Slightly Naive Great Halloween Story"
5167,AU5MPGZYJL31G,"Good ideas, but needed editing A ""Variant"" on the zombie tale Galactic Patrol redux The story continues A 'Rescue the Princess' Swords and Scorcery swashbuckler with Fantastic cover art."
5168,AU65TYU43886L,Great story! Great story! Enjoyable story thanks. Only downside is that there is ... Great Story! Great Story! I love Mackey Chandlers stories Great Story! Five Stars Great story! Great story. Five Stars Five Stars Great light reading! Nice light reading! Five Stars Five Stars Great Story Four Stars A good light read
5169,AU9Q299L8Z21R,"Wow! good, although perhaps a little too long? Fantastic! exciting to the end! A sure-fire thriller! Once you start, you won't want to quit! a fresh view"
5170,AU9VEOT4E3C63,"anyone editing???? A good read.... would have been 5 stars, but as good as the first two, but Another hit! "
5171,AUA2NUYHZ2SBJ,Four Stars Four Stars Four Stars Four Stars Five Stars Four Stars Four Stars Four Stars
5172,AUALU0O7EDHCA,Great series. Scalzi is a great story teller Great series. Scalzi is a great story teller Great series. Scalzi is a great story teller Four Stars Great series. Scalzi is a great story teller Great series. Scalzi is a great story teller Great series. Scalzi is a great story teller Great series. Scalzi is a great story teller Great series. Scalzi is a great story teller Great series
5173,AUDLLEMQ329MK,It was definitely interesting and I did enjoy reading books one through five It was a good action novel The series is over so soon? I am very glad that I did because I did not have to ... ... three books in this series and I am very glad that I did I enjoyed this book as much if not more than the ... ... reading the first three books in this series and enjoyed all three very much I also highly recommend any of his other series also
5174,AUF0OPKICU6D4,"really enjoyed it enjoyable 4 and a bit... still fun, but the series is dragging on a bit fun It really should be a 1, but... pretty good (3.5) very amusing so good! had some bits that annoyed me, but otherwise good ok ok ok 3.5 quite enjoyable Yes! 2.5 4.5...but I'll round up for pure enjoyment OK enjoyable could have been much better meh"
5175,AUFHAIE08BSRH,"Boring Can't wait for AMP 5 Missing the AMP Series action and mystic WOW, worth the wait..... the Gouls are back ! the series must continue Better than the first !! A Great Read ! Amazing"
5176,AUFP1HDLHVE43,The journey continues Not just another zombie story Great series! Great second half Save your money
5177,AUFZXEJJ7H2N0,Just trying to boost ratings Do not buy Do not buy Do not buy Do not buy Do not buy
5178,AUI3XAZ1513SI,Five Stars Five Stars This book was great. I couldn't put it down until I finished ... Five Stars Five Stars
5179,AUJ8ADTM3SLRP,Old Fashioned - New Fashioned Excellent Read Fun Book good space yarn Interesting and well written A Really Good Story
5180,AUK8O6BTBORJB,"Not his best, but since he's one of the two or three best authors in the country.... Nicely written Best of the series so far Terrible Simply Wonderful Series"
5181,AUK99YVZUOIMH,Not a good author yet Four Stars Don't waste your money and be more careful buying books from ... Strong Female Muslim Heroine A good story that was really ruined for me by the ... Another good story ruined by terrible editing Not Really A Book
5182,AUKQELK1MES15,Not bad Pretty good story Another good one Good read Great series Nice story Nice collection Nice series
5183,AUL7DEJQEMAYR,"Really Great book, Very sad Author no longer Living. Really Enjoyed this book Good Series Good Series Good Series Good Series Really good read Good Series Good Series Good Book Good Series Good Series Good Series Filled some holes. Really Good Read (not for children) Good Series."
5184,AULBDDHV0LFR5,"Rapid-fire Jokes, Many Hits, Some Misses Thought-Provoking Tale in Futuristic Society with a Relaxing Pace, in Commentary Style Classical Epic Fantasy Writing Very well thought-out fantasy, new concepts Collection of Short Story Space Operas"
5185,AULLPLYTRTFI2,2 Stars for Somewhat Fair Nice. One Star It saddens me to say that this book was poor in my opinion Surprising if given a chance.
5186,AUN4M7TEEOZ1O,Go the distance Something To Fight For (ETC) Book 5 Days Of Perdition Precipice Book 9 Anvil: V Plague Book 10 Merciless: V Plague Book 11 Fulcrum: V Plague Book 12
5187,AUNX09IIS249B,"Great for Zombie and Horror lovers Aliens and Time Travel and Danger oh my Love this book! Great Science Fiction Supernatural Read Action and aliens, who could want more"
5188,AUQL0H1CVZR7F,"Must read if you read and liked the previous books of the series since it's a continuation Must read if you've got through the first five of the series since this is the end of the story. Very nice reading for young and mature adults Very nice, must read, continuation of the first two in the series. If you read and liked the first three books of the series you won't be dissapointed. Interesting subject and very well presented."
5189,AURPYZ69T5NW2,I REALLY love this author!! Archer of Kipleth Awesome finish to an awesome story!! Great Story! my favorite!
5190,AUS0UBLPWMF2V,Diary of a disaster Containment Ten to midnight Up Beat Travelling light
5191,AUSLDE6RFBM2O,Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars
5192,AUTXE1GWJAGFG,Great story a really great page turner Five Stars written porn space story Five Stars Three Stars Five Stars Three Stars Five Stars
5193,AUUCEYJ7W0E1R,"Reading until dawn Happy for heroics I'm glad i found this book New and Improved! TV Tropes and better. Yet another good read Don't give up! Proofreader needed! Likable but repetitive. Games. Bored. Screaming terror! Even better than the first novel. Another book, Please! Little Magic David against the Monster Goliath! Better and stronger"
5194,AUUMH8BZY49HD,loving my girl jade! I loved this book series. perfect! Five Stars i am pretty sad to see this story wrap up Thanks for another good book.
5195,AUUXMDM7LNF90,Fascinating short story Five stars Very entertaining Super Enjoyable
5196,AUV10VPZQU03V,great book --lots of typos great read just ok Four Stars interesting book great read not your typical zombie novel arm the girls OK read perfect merge of sic-fi and suspense
5197,AUWN6O3UNRX0V,Decent short story Worth it. Bad guys/good guys I wanted to like it. Solid meh. Great story Five Stars
5198,AUX9KZUUB3YCE,"""Broken Moon""...an intriguing short urban fantasy ""Winter's Bite""...a short fantasy/adventure of the highest quality A late 19th century sci-fi tale...disappointing.  1 1/2 Stars ""Abomination""... a beautifully crafted horror short story ""The Corpse King""... a great debut short work  4 1/2 Stars Brilliant transition from IPad game to book. A short horror story... A real gem ""Deadlocked""...A great Zombie story, but some concerns.  2 1/2 Stars ""Twice Drowned Dragon""... another great fantasy adventure featuring our group of misfit adventurers ""NANOK..."" humorous fantasy done to perfection. ""Harvest of War""... an intriguing Orc/Human encounter... 4 1/2 Stars A satirical parody... an extreme example... 4 1/2 Stars ""Clockworkers""... the pros and cons... 3 1/2 Stars ""Sixth of Dusk""... an intriguing premise but not without some concerns... 3 1/2 Stars A MJS sampler... go ahead and get it; you've nothing to lose... I doubt you'll be disappointed A bland and somewhat disappointing read A fine prequel for the main trilogy"
5199,AV1483FV46S03,Four Stars Five Stars Four Stars Four Stars Five Stars Five Stars Five Stars
5200,AV1VRXNNJH4T2,Refuge 2 The series gets better and scarier!! Amazing end to an amazing series Great adventure Not what I expected
5201,AV353D6MJUV0V,Four Stars Apocalypsis series is awesome!! A Good Read for Fantasy Lovers I enjoyed the first 30% of this book Demonsouled continues...... Mask
5202,AV3UOSKIUI8DZ,Just read it Great PA read Very good journey Death Once again another good book
5203,AV4CA2DY1QYBJ,"... whole series (similar to the Aneka Jansen series) was like reading Laurell K Excellent read - recommended for all Scifi/Fantasy readers Sup[erlative, Descriptive narrative and brilliant character. Could not put it down until its ... Being a SciFi/Fantasy junkie I really enjoyed the whole series and appreciated the development of the ... Most enjoyable read Superlative Read"
5204,AV4L1ENY6YOCM,Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars
5205,AV5XO06AFVWPT,"Great book, reminds me of a movie several years ... Five Stars great Author! This was one of the best adventures I've had in a while Five Stars it was an amazing journey to be there with Zach and Emily a little sad in the end"
5206,AV5XTLWSN99ML,Moves around Good job Liked it a lot Good read Chris Hechti has done it again! Enjoyable The story contunes. Good side story Good book two. Good read. Fun diversion
5207,AV697X3QWQLQI,Non Stop Military Action Tasty but not too heavy Ace ! Top notch Military Sci-Fi Space Opera Well written but it bogs down
5208,AV8XEE005JDQ9,"Great writing Wow! Nicely different Fast paced Well done Good Space Opera Old School Disappointed A true page turner Shades of TLOTR Excellent, What a fascinating series This is SIFI at its best,"
5209,AV9C2VST5CVM,Eternal Eden Devotion Power Blooms of Consequence A Christmas Rose Akasha Rapture Dark Horizons
5210,AV9S46VL6TUHD,Great series Great read Another great resd Great story Great story Great read Great read Good read Good read Great read Great addition to the series
5211,AVAC1JO1AZGAJ,Disappointed!! MUST READ! More of a ROUGH draft .... I highly enjoyed it. Is the story line possible Refreshing new story based on older stories A Short but good read! Another GREAT Novel!!! Stunning ..a MUST read! Absolutely a great book!!
5212,AVAOVY29QDE9W,"Two barely related stories Should be my jam, but didn't do it for me Better than the first Don't even mind the healing power this time. Goodish Could do with less training time and more face smashing Burned through it Begins as HP, but goes in another direction Liked it even with some flaws Cannot wait for the next one Fantastic all around First book was hero's intro, this opens up the world so it can be punched in the throat Dat android booty go pop More of the good stuff Like the author, no matter the pen name. IT'S A TRAP! Hard to put down, for me at least Not the weird/suspicious review. Magic cellphones and kungfu rabbits"
5213,AVAWYANU3WPVB,excellent Read this Book A quick and enjoyable read Excellent read Quick read Adult reading Excellent read A tale of our possible future A frustrating teaser Quickie Recommended reading The story line split was a nice touch by the author
5214,AVE2H7DA3BTFS,Loved it! Brilliant! Best read in ages! Alice is a keeper I want to know more about the kind of person that writes like this. You've got me hook Do yourself a favour So good! Five Stars
5215,AVF9TMZK5W854,"Fun Read, yet ultimately disappointing Fun read....but Loved it No more installment reviews Good ending OK - not the strongest installemnt The Series (so far)"
5216,AVG550R4HRTEC,"good Awesome!!!!!!!!!!!! good ending to this series better than i expected, i enjoyed the read good read good book a good read not bad ggod Great read A great Scifi story A great read"
5217,AVH7D70BFE2XV,Still in love with this series Terrific As always it was amazing Awesome Can't wait for the next one Loved it I can't wait for the next one!!
5218,AVHM2VW0AFVMZ,Keeps you interested! Great series Great book series. Great book series. Great book series. No story
5219,AVHRVXTNKPXCP,"Young adult fiction Young adult fiction sequel Adding this author to my ""must read all his stuff"" list Adding to my ""Favorite Author's"" list Meh On my ""Must Read Authors"" list It kept me going ... What a nice little story."
5220,AVJ9051MU0HHS,"Don't get in the way of this cat! I couldn't put the book down till I finished it! New author has a hit on her hands! Good story, good series Unpredictable twists and turns--fun to read! great characters--my favorite being Thirteen"
5221,AVJUQJ466NEHM,"Very good Explains the virus. Great good series Dang it! Great series. Good Good Very good Very good very good read OMG... Good series Series finale, maybe Both excellent Awesome Was really good Good Good Still good interesting Good book. Expensive series Techy Short but sweet Great shorties Author likes big words Good Okay Confusing Really good series Ending? Awesome Good"
5222,AVJYGPRKZ9VPZ,"Not temporary reading Is Kelly Blake a Marty Stu? True Sequel to On Silver Wings The Redshirts are coming, the Redshirts are coming! Kelly Blake keeps on winning I Like Kelly Blake Although I Should Hate Him Compelling and Enjoyable - Couldn't Put it Down SOG: Big Winner This series just gets better"
5223,AVMBMTT1OLMHL,"Hilarious A little bit too much hype. I'm being charitable A real disappointment Purple clouds over Cuba it's a good read, and the effort shows More fun than expected It's fun Do some research, please Suffers from hurry-up Lots of loose ends This one is a good read An obvious afterthought Suspend credibility completely I love it that some one actually spellchecks and check sentences ... On to the next series Some might not like this, but I enjoyed this author's concept of ... Good but . . . All you zombies Far too many situations Not very challenging, and rather drawn out. It's Flash Gordon updated. Good story fails by going formulaic SOL-KOR from the next dimension Talk about your one armed bandit! It is better Lucky Good and bad Dumb Zombies!! Oh No! ...and they lived happily ever after. Don Quixote vs sol-kor. Standard Reaper Avast ye scurvy dogs Caine invades Kor Waiting for sequels Rushed What would you do for $2 billion in gold? Hiyo silver We're being set up So many loose ends Uuuuh? Little bit Startrek Interesting Hope wasn't abandoned, she just didn't come back with everyone. Corny Disappointment Murphy's law Too short Interesting Lucky Cut and paste It's readable A little better Well written story. Everyone's out for himself We've met the enemy, and now we are one. Short Blade takes over"
5224,AVMTNZOBA6US4,"Review on the whole serie ""The Admiral"" the mystic saga Short and sweet hard to put down ! more fun ! Another great book! I read Below Mercury first I like the magic/metaphysical things and abilities of some protagonists but ... always a pleasure to read this serie I really liked the series up to that point but it feels ... I was disappointed because I really really liked some parts of the ... Not my favorite book of the series and I had not liked it as much as book 1 but somehow this is not boring: -) Three Stars I enjoyed the twist and turns not only of of the ... A saga that goes on but keeps me interested ! excellent read Excellent adventure, with quite some dark humor in place Very interesting ! disappointing ... In terms of the story I liked that our hero won't be getting drunk all the ..."
5225,AVN2LUYYN5D7N,Book review book review book review book review book review
5226,AVNACCWM7ZAAY,"Excellent, riveting, 5 Stars (though I don't endorse the ""Love it"" appellation) Enjoyable, but wordy Great follow-on to Bypass Gemini It's okay, worth the cost, but... Very little action, a lot of review Good, not great. Too much ruminating and discussion"
5227,AVPJ05EXB7BDV,Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars
5228,AVSA0AVYHV28W,Grace's Touch Grace's Touch Grace's Touch Grace's Touch The End? Grace's Touch Grace's Touch Grace's Touch Grace's Touch Grace's Touch
5229,AVV77I5UPSNQ1,"Really good read at a good price Refreshing change Well written, enjoyable book, could have been longer Great book Pretty good book - worth a read"
5230,AVV8KTWXX564L,Great Sequel Pretty good Not his best but... good enough to read the next one. Three and a half stars
5231,AVVOOHXRMF6GS,Not too bad Could've been better Just laugh out loud funny The first book is the best story. Love this series Finally! Sadly Lacking
5232,AVVXEMKAKSNDR,Four Stars Five Stars Five Stars Five Stars Good pacing to hold your attenton throughout book
5233,AVWUG3WIEB8HZ,Interesting Concept with Flawed Execution Dark but Interesting. The Hero fights new and deadly foes in style. Needs a human editor The book steadily declines in quality from the beginning. ... Somewhat disappointing
5234,AVXTDKZQTDTPB,I liked the book very much Good fill in info Another Great Read Entertaining I liked the book very much
5235,AVY4D87ER3UUJ,"Superb. Tanya Huff continues to delight I tried Second book almost as good as #1 Too much monologue, too little action Fun pastiche St. Mary's Christmas Tale Surprising Time Travel/Pirate tale There's a decent story down there... somewhere Grim, dark, and well written Tanya Huff meets all expectations Classic fantasy, marvelously done Sarah Hoyt, Frequently at her Best Brief, but delightful, interactions with Greek gods Beautifully imagined and written fantasy Light-hearted, physics-driven sci-fi Time travel to past time travel! Shark-Jumper? Sci-Fi plus a tale of horror, but... Two stars (one is for effort)"
5236,AVY7USUE596YH,Outstanding si fi Suckered in by book one Great fun Great series Enjoyable story
5237,AVYPMT7VY2WJQ,Five Stars Five Stars Five Stars Four Stars Four Stars Five Stars Four Stars Five Stars Four Stars Five Stars Five Stars Five Stars Five Stars
5238,AVYSX00HW9VQY,I could not finish this Dissapointed that these are barely novellas A fricken superb read! Accomplishments that takes years the MC does in months... So I stopped reading 7% in...
5239,AVYYBYEZWFUTR,Love this series. Love this series. Another very good book! Really moves the series along Love this series. Five Stars Five Stars very good book Good story Really moves the series along Really moves the series along Really moves the series along
5240,AVZWI6NFZ608S,Interesting story and good plot Good Fantasy Good extention of an old story Post apocolipse reading Fell Wnter
5241,AW0IXF9W3EU00,Delver Magic Indentured #1 Delver Magic: A great series! Unique Time Line Editor please! Tartum's Trials Excellent story. I always enjoy magic in books The Unicorn Thorne
5242,AW24H2UG0UL4V,"Logic Battle In Time The Gweat and Tewwible Avery Cates is Back! The Ghost In The Machine, Unchained... Is this real? Epic series begins here... Nuttall tops them all. Who stands for The Cull? Who knows the Plan?  Not Them! Is this the end, or only the beginning?  Don't get off the train... Now serving:  Table Ten What would you do in this situation?"
5243,AW24VHD5IJU7G,"Five Stars An adult book A historic novel, no a war novel, no a love story.  Actually, all 3. Great read It is a different kind of love story. Who loves who Take a trip to a new world of events Book 5.5 fits storyline very nicely."
5244,AW2COSIBMO3PH,Read it! Great! Short but not bad Short and complete Pretty good read Excellent series Good series Second time reading
5245,AW2SGASFXEWT3,Started out really great but... I love good zombie tales! Pretty good... It was pretty good but... Points for creativity....
5246,AW3ZMPFXD4I6I,Masterpiece Immersive writing Five Stars More The saga continues....
5247,AW4HHHTEP9PO1,Five Stars THIS IS A LIGHT NOVEL NOT A MANGA Great short read. Immediate continuation of book 1 Less action than previous two books but still pretty good.
5248,AW57N09I8WDM,"Novella not Novel Nothing Good The Lensman Series Reborn One Fantastic Story Interesting Idea good execution. Stupid Aliens Confusion can be entertaining Not bad but not a Masterpiece Teamwork pays off A Disappointing Sequel Good First Half of a story Good middle book Good book for an average twelve years old Wish I could give five stars, but..."
5249,AW7NBMIEL0BWK,Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars
5250,AW8JWWXL8UP6W,Too much Meh He has done it again Incredible story. Remains one of the best hidden gems in Amazon in my opinion Lady Hipocrite Better pacing
5251,AW9Z7E1LJQTWB,"Fun, light hearted but not trivial. Get this one if you like super tanks! Really enjoyed this one Yeah its a lot of fun. Read it Highly recommend this one! Yeah its a lot of fun. Read it All of the Aneka books are fun, witty Good but not as good for me as some of ... Good read! Wanders around a bit and gets to ... Fun read, Got some good twists and turns If you liked anything else by C Zoomed through this one. ... only 4 stars for me) This one brought a good end to the series (if it is the end) I really enjoyed this book Great book 3! if you haven't then this is a start on a good long bit of fun Did not expect that twist. Then another. When your only tool is a hammer, the problems all look like nails. Just one problem. So this one time at the reading of a Will... Good R rated fun. Enjoyed it, good pick up from the previous book The girls are always a fun read/romp and sexy as heck Another good one with the Guuuuurls They weren't kidding about it being a dark/horror book. and frankly it ain't all that good with whats happening over here Five Stars Another good one. Great time getting there and it was more fun for it Five Stars Five Stars More fun, more zombies, more great tales of daring do, and yup, more awesome. um, endowments. Good background info for the series Good stuff! Hope its not the last in the series."
5252,AWBCWCJR7XDNG,A perfect taste for the book. Great start!!! I want more!!! I loved it! Cute Loved it! Loved it. Perfect start to an exciting new series. Loved it!
5253,AWBH53A0TYRNM,Five Stars Three Stars Five Stars Five Stars Ready for more
5254,AWBJPERRNWK23,SCIENCE FICTION as it Should be Loved the story Grabbed my interest. Great Series The story just keeps getting better. Good Read Good Series Interesting Very Interesting Good Series I finished the series and loved each book
5255,AWETR2Y9YUUML,Too short and the ending makes no sense Give it time and you will rewarded Compelling plot and characters Good ideas but the main character was too hesitant Liked everything but the main character
5256,AWFXA18SD5P4H,Great start Excellent story Loved it!!!!!!!! Exquisite finish to the Fire Mage Trilogy Excellent addition to this wonderful saga Excellent read
5257,AWI7PGEPPCI3C,Omg... Fantastic Wow Whoa Wow Amazing Fantastic
5258,AWJNT15XKCDPK,A GREAT READ Surival The three arks 1957 Sky Hunter Nylon 5 Hyperion Eli and Casey Spark A journeys fight against evil Excellent Book Brothers Genesis of Morgenstern Death and rebirth Pixie trouble Papaver A Good Read A great beach read Zombies Remembering how it all started A Great Book
5259,AWK0BPMWTT67Q,"I do not recommend 'binge' reading these books AT this point, the plot is predictable. There ... Four Stars A good continuation of the series. A fun read with interesting set of characters This is a good read and a fun adventure"
5260,AWK2NHV2P84MJ,Great read OK but disappointing Great continuation 5 Star Agreement Non-stop Action Slow reading. A good read and fun to read.
5261,AWK6TP9DNUKOM,Great flowing read! Intense and thought provoking Mesmerizing! Loved it! Spiders galore to give you nightmares. A dark werewolf tale with the not so pretty parts of the supernatural exposed.
5262,AWL2NYCDAL1EU,Interesting Good Great Wonderful story Good Good
5263,AWL4JETCKBJXU,"Great Start. Total Awesomeness. Fun, but no Honor Harrington. 5 star book if edited. short but sweet The best yet. death ride? Good Story Amature writing."
5264,AWLFTOT8G8NJN,Three Stars Three Stars ... to do with werewolves or vampires and I absolutely love them. Five Stars Five Stars Five Stars
5265,AWLKS0EB13T59,A shifter novella. Great potential. A mediocre opening to a new series. Awesome cyborg romance Fantastic Cyborg space soldiers and a women renegade Worth reading past the poor beginning Interesting new series 3.5 but not 4 Stars
5266,AWLYO3BW59WKH,"Quite Original, an enjoyable and light read Still short, but still good Terrific! Other than grammatical errors, great! Errors increased again"
5267,AWM2QY6TACLNP,"New twist for Z Apoc Goes hard on the Z's Susoenseful and succesful with hope & challenge This book is even better than the 1st! Teamwork at its finest Awesome Fantasy MMO book An awesome book that takes you into a VR game 2nd book keeps the roll going I loved the story Outstanding and Full of Surprises, must read! The what ""if"" of Z Apoc Not a bad book to read Five Stars Full of surprises A great new adventure that takes our hero into a complete ... Fantasic story with a different view"
5268,AWMLUBCEVMGRZ,Enjoyable series This the middle book. Start with Broken Lines. ... Worth thinking about once you've read this. This is ... I enjoyed all three books Finding Hope: Find Me Series 3 ... Broken Lives: A Tale of Survival in a Powerless...
5269,AWMSAMFLL39I6,"Another Great Book In the Series! 4 1/2 Stars - Interesting Plot Twist, But Oh So Good! 4 1/2 Stars - Another Great Add To The Series! Wow!  Very Satisfying Book 6 and Culmination of First 5 Books. 4 1/2 Stars - Another Great Installment"
5270,AWMZ3LTXI7TXC,Five Stars Very good serie! I love it! it is thrilling Five Stars This is seriously good! the story goes from sexscene to sexscene and because of ...
5271,AWN14YD22V1LE,I love my monsters! Gottas have me some monsters! Love 'em! great series A joy to read Go Monster Haven! Great series!
5272,AWN2NEDTVD2PC,Dragonlicious sci fi sci fi great book scifi scifi sci fi time travel not into it healers Good Read
5273,AWPBNX7NCVR0D,"Another  5+++++ Writing, talk about roller coasters, ;) Action and Drama but a great read Old world vamp in 2012 I love these books Be prepared for hell on earth! Love connection from childhood to adulthood Add to wish list and wait until the price is lowered to save $$ Irish Pacu and a Green tree python shifters finding love and friendship"
5274,AWR140EVYCRXQ,"Great paranormal mystery Loved this trilogy Terrific story - full of action, paranormal twists intriguing story - beginning to end - real page turner OK for a YA summer read"
5275,AWR877QWYMTEC,"great series Magic, aliens and a Master Sergeant EnjoyAble read Great sci fiction story Original Well written followon"
5276,AWSUMB7Z5PT7H,Totally different take on the zombie story. DO get this series! This is a GREAT series! Would have been great with a better ending. Great series Great series! Definitely worth the read David Adams scores again!
5277,AWSZXXFTLPKA9,"Five Stars For me fantasy and sex should not mix. If ... It is an excellent, excellent little story The whole series is good. This is book is no exception I couldn't get through more than a third of the ..."
5278,AWTR0LC1U6W71,F*****G Magic Great Brilliant A Great Read This whole series is absolutely Brilliant. The only thing that stops me from giving ... Almost Brilliant Brilliant Five Stars
5279,AWU836KD8LZW7,Lens of Time Excellent Social Commentary GREAT STORY Good storyline Great Reading Great Story!! Five Stars I enjoyed every moment with the characters and the problems they ... ... fight for survival in an very hostile universe of good and evil I liked that the author kept the story moving along Great reading Hope For Action Excellent Adventure Great Adventure
5280,AWUQHAPE6NCSK,Five Stars Four Stars Good book Four Stars Five Stars Four Stars Four Stars Five Stars Five Stars Four Stars Five Stars Good
5281,AWV36QAQ6U7QM,Good Series Good Series Good series Good Series Good Series A Good series Good Series Neat series Neat series An Okay series Neat series Neat series Neat series Neat series
5282,AWVV5SCSF14W6,A heart-pounding ending. A Fun New Direction! Ever had a really bad weekend? More Josh please! The Boxed Set!
5283,AWXE38AQY7SR2,Another great story in the series! An excellent collection of short science fiction from a master of the genre! A excellent kickoff to the second trilogy! The Thing That Should Not Be It's like a straight-to-VHS 80s movie threw up in a book. It's that awesome!
5284,AWYBTVQ73ANSX,interesting read all three real Horrible! Good read Unique Excellent Read
5285,AWYV3QJD3D9ZT,Fantastic! Cool! Love it! Awesome Love it! Love it! Awesome! Love it! Thrasher and Ace Loved it! Loved it!
5286,AWZFGEN8P4MRX,"Unusual, creepy, fun! Twists and turns and fun! Great ending to a weird story Great! Interesting premise.... oddly Smitherd. Short stories of weirdness Love Smitherd!"
5287,AWZI9JBVKJ6RY,Five Stars Fall Out. Heads up! Sci-fine Conspicuously..... drawnnnnnnnnnn... ...
5288,AX0ZTNX6KVJ40,"Enough to Make you Believe in Santa What is Blue Sky's Story Nice Science Fiction Romance Nice Blend of Science Fiction Romance and Space Opera Nice Addition Danger and Romance More Action For The Mandrake Company In Trouble Again Yes, I Want More More Likes Than Dislikes Not Enough Tension Worse Planet Visit Ever Not a Hero I Could Like Love Bit It Says Adventures Very Good SFR Story Mistaken Identity One Element Was a Turn Off for Me Who Is She Really"
5289,AX2MAVYU71ILC,read it A cheap getaway worth the trip ! Glad i spent the time. A solid good read. Give it a read Fantasy fan ??
5290,AX4B8DVSO7RA,Comet Clement is outstanding Excellent. Great story. Seconds are always better. Stark unbound at last... Excellent way to end this trilogy
5291,AX4CRY4BW0TR6,Great work Way to Go! AWESOME!! Allen weaves an amazing story. You won't be disappointed Loved it!
5292,AX529SEU0E051,Somewhat boring Excellent Barely Worth Reading Very Good Interesting Plot Love Story Highly Recommend
